om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4,fc
269,1987,06,18,1987-06-18,17:20:00,3,CO,8,7,1,0,0,4.0,0.0,40.57,-105.57,0.0,0.0,1.0,40,1,1,1,69,0,0,0,0
271,1987,06,18,1987-06-18,18:44:00,3,CO,8,8,1,0,0,0.0,0.0,39.37,-104.87,0.0,0.0,0.2,20,1,1,1,35,0,0,0,0
272,1987,06,18,1987-06-18,20:57:00,3,CO,8,9,1,0,0,0.0,0.0,39.35,-104.47,0.0,0.0,0.5,23,1,1,1,39,0,0,0,0
277,1987,06,20,1987-06-20,15:05:00,3,CO,8,10,1,0,0,0.0,0.0,39.52,-104.87,0.0,0.0,0.3,20,1,1,1,35,0,0,0,0
278,1987,06,20,1987-06-20,15:15:00,3,CO,8,11,1,0,0,0.0,0.0,39.55,-105.08,0.0,0.0,0.2,20,1,1,1,59,0,0,0,0
279,1987,06,20,1987-06-20,15:25:00,3,CO,8,12,2,0,0,0.0,0.0,39.77,-104.62,0.0,0.0,1.0,30,1,1,1,1,0,0,0,0
280,1987,06,20,1987-06-20,15:30:00,3,CO,8,13,1,0,0,0.0,0.0,39.92,-104.73,0.0,0.0,1.0,30,1,1,1,1,0,0,0,0
291,1987,06,23,1987-06-23,16:20:00,3,CO,8,14,1,0,0,0.0,0.0,40.05,-104.62,0.0,0.0,0.2,20,1,1,1,123,0,0,0,0
296,1987,06,23,1987-06-23,18:58:00,3,CO,8,15,1,0,0,0.0,0.0,40.65,-104.73,0.0,0.0,0.5,30,1,1,1,123,0,0,0,0
297,1987,06,23,1987-06-23,20:00:00,3,CO,8,16,1,0,0,0.0,0.0,39.7,-103.38,0.0,0.0,0.3,30,1,1,1,121,0,0,0,0
298,1987,06,23,1987-06-23,20:08:00,3,CO,8,17,1,0,0,0.0,0.0,39.7,-103.38,0.0,0.0,0.3,30,1,1,1,121,0,0,0,0
299,1987,06,24,1987-06-24,16:42:00,3,CO,8,18,1,0,0,0.0,0.0,39.27,-103.85,0.0,0.0,0.8,50,1,1,1,39,0,0,0,0
301,1987,06,24,1987-06-24,18:44:00,3,CO,8,19,1,0,0,0.0,0.0,38.63,-103.65,0.0,0.0,0.6,30,1,1,1,73,0,0,0,0
302,1987,06,24,1987-06-24,18:44:00,3,CO,8,20,1,0,0,0.0,0.0,38.63,-103.65,0.0,0.0,0.6,30,1,1,1,73,0,0,0,0
303,1987,06,24,1987-06-24,19:15:00,3,CO,8,21,1,0,0,0.0,0.0,38.52,-102.77,0.0,0.0,1.0,40,1,1,1,61,0,0,0,0
305,1987,06,24,1987-06-24,19:23:00,3,CO,8,22,1,0,0,0.0,0.0,38.23,-103.67,0.0,0.0,0.5,40,1,1,1,25,0,0,0,0
307,1987,06,24,1987-06-24,19:40:00,3,CO,8,23,1,0,0,0.0,0.0,38.28,-102.95,0.0,0.0,0.6,30,1,1,1,11,0,0,0,0
323,1987,06,28,1987-06-28,17:45:00,3,CO,8,24,1,0,0,0.0,0.0,39.63,-103.9,0.0,0.0,2.0,40,1,1,1,5,0,0,0,0
339,1987,06,30,1987-06-30,16:33:00,3,CO,8,25,1,0,0,0.0,0.0,39.75,-104.6,0.0,0.0,0.8,30,1,1,1,1,0,0,0,0
241,1987,06,09,1987-06-09,16:39:00,3,CO,8,3,1,0,0,0.0,0.0,39.72,-105.1,0.0,0.0,0.1,20,1,1,1,59,0,0,0,0
242,1987,06,09,1987-06-09,17:10:00,3,CO,8,4,1,0,0,0.0,0.0,39.75,-104.48,0.0,0.0,2.0,50,1,1,1,1,0,0,0,0
243,1987,06,09,1987-06-09,17:25:00,3,CO,8,5,1,0,0,3.0,0.0,39.32,-104.93,0.0,0.0,0.5,30,1,1,1,35,0,0,0,0
449,1987,07,17,1987-07-17,18:05:00,3,CO,8,39,1,0,0,0.0,0.0,39.78,-104.55,0.0,0.0,0.3,20,1,1,1,1,0,0,0,0
348,1987,07,02,1987-07-02,15:27:00,3,CO,8,26,2,0,0,3.0,0.0,39.88,-104.73,0.0,0.0,1.0,250,1,1,1,1,0,0,0,0
349,1987,07,02,1987-07-02,15:35:00,3,CO,8,27,1,0,0,0.0,0.0,39.88,-104.73,0.0,0.0,0.2,30,1,1,1,1,0,0,0,0
353,1987,07,04,1987-07-04,17:00:00,3,CO,8,28,1,0,0,0.0,0.0,39.83,-104.5,0.0,0.0,0.8,30,1,1,1,1,0,0,0,0
387,1987,07,07,1987-07-07,15:34:00,3,CO,8,29,1,0,0,0.0,0.0,39.35,-104.87,0.0,0.0,0.2,20,1,1,1,35,0,0,0,0
388,1987,07,07,1987-07-07,15:39:00,3,CO,8,30,1,0,0,0.0,0.0,39.35,-104.8,0.0,0.0,0.2,20,1,1,1,35,0,0,0,0
389,1987,07,07,1987-07-07,15:44:00,3,CO,8,31,1,0,0,0.0,0.0,39.37,-104.87,0.0,0.0,0.2,20,1,1,1,35,0,0,0,0
390,1987,07,07,1987-07-07,17:17:00,3,CO,8,32,1,0,0,0.0,0.0,39.5,-104.2,0.0,0.0,0.2,10,1,1,1,39,0,0,0,0
391,1987,07,07,1987-07-07,17:25:00,3,CO,8,33,1,0,0,0.0,0.0,40.35,-104.68,0.0,0.0,1.5,40,1,1,1,123,0,0,0,0
392,1987,07,07,1987-07-07,17:40:00,3,CO,8,34,2,0,0,4.0,0.0,40.4,-104.37,40.45,-104.47,5.0,100,1,1,1,123,0,0,0,0
393,1987,07,07,1987-07-07,18:35:00,3,CO,8,35,1,0,0,0.0,0.0,40.55,-104.2,0.0,0.0,0.5,50,1,1,1,123,0,0,0,0
396,1987,07,07,1987-07-07,20:14:00,3,CO,8,36,1,0,0,0.0,0.0,38.0,-103.5,0.0,0.0,0.5,50,1,1,1,89,0,0,0,0
399,1987,07,07,1987-07-07,21:25:00,3,CO,8,37,1,0,0,0.0,0.0,40.07,-102.78,0.0,0.0,0.2,50,1,1,1,125,0,0,0,0
406,1987,07,08,1987-07-08,18:47:00,3,CO,8,38,1,0,0,0.0,0.0,39.75,-104.43,0.0,0.0,0.2,20,1,1,1,1,0,0,0,0
521,1987,08,07,1987-08-07,15:30:00,3,CO,8,40,1,0,0,0.0,0.0,40.77,-104.9,0.0,0.0,0.5,20,1,1,1,69,0,0,0,0
87,1988,04,19,1988-04-19,16:52:00,3,CO,8,1,1,0,0,4.0,0.0,40.08,-104.8,0.0,0.0,0.3,60,1,1,1,123,0,0,0,0
93,1988,04,21,1988-04-21,16:35:00,3,CO,8,2,0,0,0,0.0,0.0,39.92,-105.0,0.0,0.0,0.2,30,1,1,1,1,0,0,0,0
94,1988,04,21,1988-04-21,19:00:00,3,CO,8,3,1,0,0,4.0,0.0,38.42,-105.02,0.0,0.0,0.3,30,1,1,1,43,0,0,0,0
95,1988,04,21,1988-04-21,19:30:00,3,CO,8,4,1,0,0,2.0,0.0,40.5,-104.13,0.0,0.0,0.5,40,1,1,1,123,0,0,0,0
98,1988,04,24,1988-04-24,14:04:00,3,CO,8,5,1,0,0,0.0,0.0,40.52,-104.38,0.0,0.0,2.0,40,1,1,1,123,0,0,0,0
195,1988,05,19,1988-05-19,15:57:00,3,CO,8,7,2,0,0,5.0,0.0,39.97,-102.38,0.0,0.0,1.5,73,1,1,1,125,0,0,0,0
196,1988,05,19,1988-05-19,16:22:00,3,CO,8,8,1,0,0,0.0,0.0,38.53,-102.92,0.0,0.0,1.0,40,1,1,1,61,0,0,0,0
230,1988,05,30,1988-05-30,21:30:00,3,CO,8,9,2,0,0,4.0,0.0,39.3,-102.67,0.0,0.0,1.0,50,1,1,1,63,0,0,0,0
233,1988,05,30,1988-05-30,22:00:00,3,CO,8,10,0,0,0,0.0,0.0,38.17,-102.72,0.0,0.0,0.5,30,1,1,1,99,0,0,0,0
234,1988,05,30,1988-05-30,22:16:00,3,CO,8,11,0,0,0,0.0,0.0,38.93,-102.2,0.0,0.0,1.0,20,1,1,1,17,0,0,0,0
237,1988,05,31,1988-05-31,01:25:00,3,CO,8,12,1,0,0,4.0,0.0,40.65,-103.2,0.0,0.0,2.0,50,1,1,1,75,0,0,0,0
109,1988,05,02,1988-05-02,11:12:00,3,CO,8,6,1,0,0,0.0,0.0,37.95,-102.12,0.0,0.0,0.5,40,1,1,1,99,0,0,0,0
259,1988,06,10,1988-06-10,17:17:00,3,CO,8,17,0,0,0,0.0,0.0,39.72,-104.83,0.0,0.0,0.2,20,1,1,1,5,0,0,0,0
260,1988,06,10,1988-06-10,17:35:00,3,CO,8,18,0,0,0,0.0,0.0,39.75,-104.83,0.0,0.0,0.1,20,1,1,1,5,0,0,0,0
264,1988,06,13,1988-06-13,15:22:00,3,CO,8,19,1,0,0,0.0,0.0,39.72,-104.3,0.0,0.0,0.2,30,1,1,1,1,0,0,0,0
265,1988,06,13,1988-06-13,18:00:00,3,CO,8,20,2,0,0,5.0,0.0,40.87,-102.93,0.0,0.0,1.5,50,1,1,1,75,0,0,0,0
271,1988,06,15,1988-06-15,17:03:00,3,CO,8,21,1,0,0,3.0,0.0,39.88,-104.73,0.0,0.0,2.0,100,1,1,1,1,0,0,0,0
272,1988,06,15,1988-06-15,17:16:00,3,CO,8,22,2,0,0,6.0,0.0,39.73,-104.93,0.0,0.0,0.5,400,1,1,1,31,0,0,0,0
273,1988,06,15,1988-06-15,17:24:00,3,CO,8,23,3,7,0,7.0,0.0,39.73,-104.93,0.0,0.0,2.5,200,1,1,1,31,0,0,0,0
274,1988,06,15,1988-06-15,17:30:00,3,CO,8,24,1,0,0,0.0,0.0,39.98,-104.8,0.0,0.0,1.0,100,1,1,1,1,0,0,0,0
275,1988,06,15,1988-06-15,17:38:00,3,CO,8,25,1,0,0,3.0,0.0,40.67,-105.03,0.0,0.0,1.0,50,1,1,1,69,0,0,0,0
287,1988,06,22,1988-06-22,17:30:00,3,CO,8,26,1,0,0,0.0,0.0,39.98,-104.8,0.0,0.0,0.5,40,1,1,1,1,0,0,0,0
290,1988,06,25,1988-06-25,13:55:00,3,CO,8,28,1,0,0,0.0,0.0,39.93,-104.68,0.0,0.0,0.5,40,1,1,1,1,0,0,0,0
289,1988,06,25,1988-06-25,14:35:00,3,CO,8,27,1,0,0,0.0,0.0,39.73,-104.6,0.0,0.0,0.5,30,1,1,1,1,0,0,0,0
292,1988,06,25,1988-06-25,15:46:00,3,CO,8,29,1,0,0,0.0,0.0,40.4,-104.95,0.0,0.0,1.0,63,1,1,1,69,0,0,0,0
294,1988,06,26,1988-06-26,14:37:00,3,CO,8,30,1,0,0,0.0,0.0,39.78,-104.6,0.0,0.0,1.0,30,1,1,1,1,0,0,0,0
245,1988,06,05,1988-06-05,16:05:00,3,CO,8,13,2,0,0,5.0,0.0,40.0,-104.97,40.03,-104.97,2.0,50,1,1,1,1,123,0,0,0
246,1988,06,05,1988-06-05,16:25:00,3,CO,8,14,2,0,0,5.0,0.0,39.95,-105.07,0.0,0.0,0.5,50,1,1,1,13,0,0,0,0
250,1988,06,08,1988-06-08,19:05:00,3,CO,8,15,1,0,0,0.0,0.0,39.93,-104.67,0.0,0.0,1.5,30,1,1,1,1,0,0,0,0
251,1988,06,08,1988-06-08,19:24:00,3,CO,8,16,1,0,0,0.0,0.0,39.85,-104.78,0.0,0.0,0.5,30,1,1,1,1,0,0,0,0
349,1988,07,14,1988-07-14,16:15:00,3,CO,8,42,1,0,0,0.0,0.0,39.17,-103.88,0.0,0.0,0.5,30,1,1,1,39,0,0,0,0
378,1988,07,18,1988-07-18,19:56:00,3,CO,8,43,1,0,0,0.0,0.0,40.25,-103.73,0.0,0.0,0.3,30,1,1,1,87,0,0,0,0
404,1988,07,28,1988-07-28,19:00:00,3,CO,8,44,1,0,0,0.0,0.0,39.42,-103.27,0.0,0.0,1.0,30,1,1,1,73,0,0,0,0
322,1988,07,07,1988-07-07,13:30:00,3,CO,8,31,1,0,0,0.0,0.0,39.3,-102.27,0.0,0.0,0.5,30,1,1,1,63,0,0,0,0
326,1988,07,07,1988-07-07,19:12:00,3,CO,8,32,1,0,0,0.0,0.0,40.53,-104.55,0.0,0.0,0.5,30,1,1,1,123,0,0,0,0
331,1988,07,08,1988-07-08,16:01:00,3,CO,8,33,0,0,0,0.0,0.0,39.93,-103.93,0.0,0.0,0.5,13,1,1,1,1,0,0,0,0
339,1988,07,08,1988-07-08,17:45:00,3,CO,8,40,1,0,0,0.0,0.0,39.78,-104.55,39.77,-104.45,4.5,30,1,1,1,1,0,0,0,0
332,1988,07,08,1988-07-08,18:00:00,3,CO,8,34,0,0,0,0.0,0.0,39.87,-104.28,0.0,0.0,1.0,20,1,1,1,1,0,0,0,0
333,1988,07,08,1988-07-08,18:15:00,3,CO,8,35,1,0,0,0.0,0.0,39.85,-104.32,0.0,0.0,1.5,30,1,1,1,1,0,0,0,0
334,1988,07,08,1988-07-08,18:17:00,3,CO,8,36,1,0,0,0.0,0.0,39.72,-104.3,0.0,0.0,0.5,30,1,1,1,1,0,0,0,0
335,1988,07,08,1988-07-08,18:31:00,3,CO,8,37,1,0,0,0.0,0.0,40.77,-103.23,0.0,0.0,1.5,40,1,1,1,75,0,0,0,0
336,1988,07,08,1988-07-08,18:31:00,3,CO,8,38,1,0,0,0.0,0.0,40.63,-103.42,0.0,0.0,1.0,40,1,1,1,75,0,0,0,0
338,1988,07,08,1988-07-08,18:45:00,3,CO,8,39,1,0,0,0.0,0.0,40.68,-102.83,0.0,0.0,0.5,30,1,1,1,75,0,0,0,0
342,1988,07,09,1988-07-09,21:11:00,3,CO,8,41,1,0,0,0.0,0.0,39.75,-104.55,0.0,0.0,1.0,30,1,1,1,1,0,0,0,0
437,1988,08,16,1988-08-16,15:15:00,3,CO,8,46,1,0,0,3.0,0.0,40.08,-102.23,0.0,0.0,0.5,30,1,1,1,125,0,0,0,0
451,1988,08,17,1988-08-17,17:30:00,3,CO,8,47,1,0,0,4.0,0.0,40.12,-102.12,0.0,0.0,1.0,30,1,1,1,125,0,0,0,0
421,1988,08,07,1988-08-07,15:35:00,3,CO,8,45,0,0,0,0.0,0.0,40.38,-105.6,0.0,0.0,0.1,20,1,1,1,69,0,0,0,0
217,1989,05,12,1989-05-12,15:20:00,3,CO,8,1,1,0,0,0.0,0.0,39.87,-102.82,0.0,0.0,1.0,23,1,1,1,121,0,0,0,0
218,1989,05,12,1989-05-12,15:31:00,3,CO,8,2,1,0,0,0.0,0.0,40.47,-102.82,0.0,0.0,0.5,23,1,1,1,121,0,0,0,0
316,1989,05,21,1989-05-21,18:38:00,3,CO,8,3,1,0,0,0.0,0.0,38.93,-102.78,0.0,0.0,0.3,20,1,1,1,17,0,0,0,0
317,1989,05,21,1989-05-21,19:15:00,3,CO,8,4,1,0,0,4.0,0.0,38.42,-102.68,0.0,0.0,1.0,30,1,1,1,61,0,0,0,0
318,1989,05,21,1989-05-21,20:30:00,3,CO,8,5,1,0,0,5.0,0.0,38.05,-102.17,0.0,0.0,1.0,30,1,1,1,99,0,0,0,0
386,1989,05,31,1989-05-31,10:45:00,3,CO,8,6,0,0,0,0.0,0.0,40.7,-105.0,0.0,0.0,0.1,13,1,1,1,69,0,0,0,0
597,1989,06,24,1989-06-24,17:40:00,3,CO,8,11,1,0,0,0.0,0.0,40.28,-103.05,0.0,0.0,0.5,23,1,1,1,121,0,0,0,0
604,1989,06,25,1989-06-25,17:05:00,3,CO,8,12,1,0,0,0.0,0.0,40.18,-103.88,0.0,0.0,0.5,23,1,1,1,87,0,0,0,0
605,1989,06,25,1989-06-25,17:11:00,3,CO,8,13,0,0,0,0.0,0.0,40.03,-104.43,0.0,0.0,0.5,23,1,1,1,123,0,0,0,0
606,1989,06,25,1989-06-25,17:30:00,3,CO,8,14,1,0,0,0.0,0.0,39.97,-104.3,0.0,0.0,0.2,23,1,1,1,1,0,0,0,0
612,1989,06,25,1989-06-25,19:34:00,3,CO,8,16,1,0,0,0.0,0.0,40.28,-103.35,0.0,0.0,0.5,30,1,1,1,121,0,0,0,0
613,1989,06,25,1989-06-25,19:45:00,3,CO,8,17,1,0,0,0.0,0.0,38.07,-102.9,0.0,0.0,0.8,30,1,1,1,11,0,0,0,0
610,1989,06,25,1989-06-25,20:30:00,3,CO,8,15,1,0,0,3.0,0.0,37.92,-103.42,0.0,0.0,0.8,50,1,1,1,11,0,0,0,0
637,1989,06,29,1989-06-29,19:00:00,3,CO,8,18,1,0,0,0.0,0.0,38.48,-102.77,0.0,0.0,1.0,30,1,1,1,61,0,0,0,0
402,1989,06,02,1989-06-02,16:20:00,3,CO,8,7,0,0,0,0.0,0.0,37.98,-102.75,0.0,0.0,0.5,23,1,1,1,99,0,0,0,0
456,1989,06,06,1989-06-06,17:05:00,3,CO,8,8,1,0,0,4.0,0.0,38.12,-102.18,0.0,0.0,2.0,23,1,1,1,99,0,0,0,0
512,1989,06,08,1989-06-08,16:15:00,3,CO,8,9,1,0,0,5.0,0.0,39.72,-104.85,0.0,0.0,0.1,20,1,1,1,5,0,0,0,0
521,1989,06,09,1989-06-09,13:18:00,3,CO,8,10,0,0,0,0.0,0.0,37.5,-104.52,0.0,0.0,0.3,23,1,1,1,71,0,0,0,0
672,1989,07,13,1989-07-13,20:17:00,3,CO,8,19,1,0,0,3.0,0.0,40.57,-103.35,0.0,0.0,1.5,30,1,1,1,75,0,0,0,0
673,1989,07,13,1989-07-13,21:18:00,3,CO,8,20,1,0,0,0.0,0.0,39.52,-103.7,0.0,0.0,0.8,40,1,1,1,73,0,0,0,0
674,1989,07,13,1989-07-13,21:55:00,3,CO,8,21,1,0,0,0.0,0.0,39.13,-103.57,0.0,0.0,0.8,40,1,1,1,73,0,0,0,0
675,1989,07,13,1989-07-13,23:30:00,3,CO,8,22,1,0,0,4.0,0.0,38.42,-105.02,0.0,0.0,0.3,30,1,1,1,43,0,0,0,0
226,1990,04,26,1990-04-26,19:48:00,3,CO,8,1,0,0,0,0.0,0.0,38.08,-102.62,0.0,0.0,0.2,30,1,1,1,99,0,0,0,0
311,1990,05,13,1990-05-13,17:12:00,3,CO,8,2,0,0,0,3.0,0.0,40.98,-102.52,0.0,0.0,0.2,20,1,1,1,115,0,0,0,0
340,1990,05,15,1990-05-15,17:40:00,3,CO,8,4,1,0,0,0.0,0.0,40.45,-102.72,0.0,0.0,0.7,50,1,1,1,125,0,0,0,0
339,1990,05,15,1990-05-15,18:20:00,3,CO,8,3,0,0,0,0.0,0.0,40.5,-102.83,0.0,0.0,0.2,23,1,1,1,75,0,0,0,0
462,1990,05,29,1990-05-29,13:31:00,3,CO,8,5,0,0,0,4.0,0.0,39.73,-104.93,0.0,0.0,0.8,20,1,1,1,31,0,0,0,0
464,1990,05,29,1990-05-29,13:35:00,3,CO,8,6,1,0,0,5.0,0.0,39.9,-104.97,0.0,0.0,1.1,50,1,1,1,1,0,0,0,0
707,1990,06,14,1990-06-14,20:50:00,3,CO,8,31,2,0,0,5.0,0.0,40.05,-103.62,40.13,-103.47,7.0,100,1,1,1,87,0,0,0,0
708,1990,06,14,1990-06-14,21:45:00,3,CO,8,32,1,0,0,0.0,0.0,40.05,-103.07,0.0,0.0,2.0,80,1,1,1,121,0,0,0,0
709,1990,06,14,1990-06-14,22:00:00,3,CO,8,33,0,0,0,0.0,0.0,40.05,-102.95,0.0,0.0,1.0,50,1,1,1,121,0,0,0,0
710,1990,06,14,1990-06-14,22:19:00,3,CO,8,34,0,0,0,0.0,0.0,40.05,-102.82,0.0,0.0,0.3,23,1,1,1,121,0,0,0,0
714,1990,06,15,1990-06-15,19:28:00,3,CO,8,35,1,0,0,0.0,0.0,40.17,-104.22,40.22,-104.1,10.0,73,1,1,1,123,87,0,0,0
769,1990,06,19,1990-06-19,21:58:00,3,CO,8,36,0,0,0,0.0,0.0,38.0,-102.52,0.0,0.0,0.1,13,1,1,1,99,0,0,0,0
770,1990,06,19,1990-06-19,22:05:00,3,CO,8,37,0,0,0,0.0,0.0,38.05,-102.35,0.0,0.0,0.2,20,1,1,1,99,0,0,0,0
771,1990,06,19,1990-06-19,22:20:00,3,CO,8,38,0,0,0,0.0,0.0,38.03,-102.15,0.0,0.0,0.1,20,1,1,1,99,0,0,0,0
832,1990,06,30,1990-06-30,17:50:00,3,CO,8,39,0,0,0,0.0,0.0,39.85,-104.78,0.0,0.0,0.1,20,1,1,1,1,0,0,0,0
511,1990,06,01,1990-06-01,18:03:00,3,CO,8,7,0,0,0,0.0,0.0,39.97,-105.23,0.0,0.0,0.2,20,1,1,1,13,0,0,0,0
512,1990,06,01,1990-06-01,18:25:00,3,CO,8,8,0,0,0,0.0,0.0,39.98,-104.88,0.0,0.0,0.1,13,1,1,1,1,0,0,0,0
514,1990,06,01,1990-06-01,19:05:00,3,CO,8,9,1,0,0,0.0,0.0,40.17,-104.38,0.0,0.0,0.5,60,1,1,1,123,0,0,0,0
517,1990,06,01,1990-06-01,21:05:00,3,CO,8,10,1,0,0,4.0,0.0,40.15,-102.23,0.0,0.0,0.5,40,1,1,1,125,0,0,0,0
521,1990,06,01,1990-06-01,21:20:00,3,CO,8,11,0,0,0,0.0,0.0,40.08,-102.38,0.0,0.0,0.1,10,1,1,1,125,0,0,0,0
606,1990,06,06,1990-06-06,17:30:00,3,CO,8,12,0,0,0,3.0,0.0,40.87,-104.93,0.0,0.0,1.0,23,1,1,1,69,0,0,0,0
608,1990,06,06,1990-06-06,19:10:00,3,CO,8,14,3,0,0,3.0,0.0,39.13,-103.88,39.27,-103.83,7.0,500,1,1,1,39,0,0,0,0
607,1990,06,06,1990-06-06,19:45:00,3,CO,8,13,0,0,0,0.0,0.0,39.63,-104.02,0.0,0.0,0.2,23,1,1,1,5,0,0,0,0
609,1990,06,06,1990-06-06,20:45:00,3,CO,8,15,3,14,0,7.0,0.0,39.17,-103.7,39.28,-103.68,7.0,500,1,1,1,73,0,0,0,0
610,1990,06,06,1990-06-06,20:51:00,3,CO,8,16,0,0,0,0.0,0.0,39.17,-103.7,0.0,0.0,0.1,10,1,1,1,73,0,0,0,0
611,1990,06,06,1990-06-06,21:47:00,3,CO,8,17,0,0,0,0.0,0.0,38.7,-104.63,0.0,0.0,0.1,10,1,1,1,41,0,0,0,0
612,1990,06,06,1990-06-06,22:05:00,3,CO,8,18,0,0,0,0.0,0.0,39.03,-104.4,0.0,0.0,0.2,10,1,1,1,41,0,0,0,0
613,1990,06,06,1990-06-06,23:30:00,3,CO,8,19,2,2,0,5.0,0.0,38.83,-104.07,0.0,0.0,2.0,100,1,1,1,41,0,0,0,0
614,1990,06,07,1990-06-07,00:55:00,3,CO,8,20,0,0,0,0.0,0.0,38.72,-104.08,0.0,0.0,0.1,10,1,1,1,41,0,0,0,0
627,1990,06,07,1990-06-07,19:00:00,3,CO,8,21,0,0,0,0.0,0.0,39.87,-104.75,0.0,0.0,0.1,20,1,1,1,1,0,0,0,0
659,1990,06,09,1990-06-09,16:30:00,3,CO,8,22,0,0,0,0.0,0.0,37.37,-104.52,0.0,0.0,0.1,13,1,1,1,71,0,0,0,0
661,1990,06,09,1990-06-09,17:27:00,3,CO,8,23,0,0,0,0.0,0.0,39.02,-104.57,0.0,0.0,0.2,30,1,1,1,41,0,0,0,0
667,1990,06,09,1990-06-09,17:59:00,3,CO,8,28,0,0,0,0.0,0.0,40.6,-104.72,40.62,-104.67,3.0,23,1,1,1,123,0,0,0,0
663,1990,06,09,1990-06-09,18:04:00,3,CO,8,24,1,0,0,0.0,0.0,40.72,-105.03,0.0,0.0,1.0,50,1,1,1,69,0,0,0,0
668,1990,06,09,1990-06-09,18:05:00,3,CO,8,29,0,0,0,0.0,0.0,38.72,-104.67,38.92,-104.32,20.0,50,1,1,1,41,0,0,0,0
664,1990,06,09,1990-06-09,18:09:00,3,CO,8,25,2,0,0,4.0,0.0,40.72,-104.97,40.77,-104.9,23.0,200,1,1,1,69,123,0,0,0
665,1990,06,09,1990-06-09,18:41:00,3,CO,8,26,0,0,0,0.0,0.0,40.8,-104.88,40.82,-104.83,3.0,40,1,1,1,123,0,0,0,0
666,1990,06,09,1990-06-09,18:58:00,3,CO,8,27,0,0,0,3.0,0.0,38.7,-104.65,0.0,0.0,0.1,13,1,1,1,41,0,0,0,0
669,1990,06,09,1990-06-09,20:55:00,3,CO,8,30,0,0,0,4.0,0.0,38.43,-102.77,0.0,0.0,0.2,23,1,1,1,61,0,0,0,0
872,1990,07,11,1990-07-11,15:40:00,3,CO,8,44,0,0,0,0.0,0.0,39.73,-105.1,0.0,0.0,0.1,10,1,1,1,59,0,0,0,0
873,1990,07,11,1990-07-11,16:15:00,3,CO,8,45,1,0,0,5.0,0.0,39.37,-104.87,0.0,0.0,0.5,20,1,1,1,35,0,0,0,0
888,1990,07,14,1990-07-14,19:40:00,3,CO,8,46,0,0,0,0.0,0.0,37.28,-102.87,0.0,0.0,0.2,13,1,1,1,9,0,0,0,0
903,1990,07,20,1990-07-20,13:50:00,3,CO,8,47,0,0,0,4.0,0.0,37.02,-106.13,0.0,0.0,1.5,13,1,1,1,21,0,0,0,0
904,1990,07,20,1990-07-20,14:05:00,3,CO,8,48,0,0,0,0.0,0.0,38.93,-104.42,39.03,-104.47,4.0,23,1,1,1,41,0,0,0,0
906,1990,07,20,1990-07-20,15:05:00,3,CO,8,49,0,0,0,0.0,0.0,39.13,-104.25,0.0,0.0,1.0,13,1,1,1,41,0,0,0,0
907,1990,07,20,1990-07-20,15:05:00,3,CO,8,50,0,0,0,0.0,0.0,39.03,-104.47,0.0,0.0,0.1,13,1,1,1,41,0,0,0,0
908,1990,07,20,1990-07-20,16:05:00,3,CO,8,51,0,0,0,0.0,0.0,39.03,-104.4,0.0,0.0,0.1,10,1,1,1,41,0,0,0,0
858,1990,07,08,1990-07-08,11:38:00,3,CO,8,40,0,0,0,0.0,0.0,40.65,-105.0,0.0,0.0,3.0,13,1,1,1,69,0,0,0,0
866,1990,07,09,1990-07-09,18:30:00,3,CO,8,41,0,0,0,0.0,0.0,39.18,-104.03,0.0,0.0,0.1,10,1,1,1,39,0,0,0,0
867,1990,07,09,1990-07-09,18:30:00,3,CO,8,42,0,0,0,0.0,0.0,39.02,-104.3,0.0,0.0,0.1,10,1,1,1,41,0,0,0,0
868,1990,07,09,1990-07-09,20:00:00,3,CO,8,43,0,0,0,0.0,0.0,39.8,-104.92,0.0,0.0,0.3,20,1,1,1,1,0,0,0,0
963,1990,08,14,1990-08-14,14:45:00,3,CO,8,53,0,0,0,0.0,0.0,39.33,-102.22,0.0,0.0,0.5,20,1,1,1,63,0,0,0,0
985,1990,08,22,1990-08-22,15:45:00,3,CO,8,54,1,0,0,0.0,0.0,39.32,-102.23,39.37,-102.18,4.0,50,1,1,1,63,0,0,0,0
986,1990,08,22,1990-08-22,16:10:00,3,CO,8,55,0,0,0,0.0,0.0,39.3,-102.8,0.0,0.0,0.1,13,1,1,1,63,0,0,0,0
941,1990,08,01,1990-08-01,16:14:00,3,CO,8,52,0,0,0,0.0,0.0,39.42,-104.7,0.0,0.0,0.1,13,1,1,1,35,0,0,0,0
506,1991,05,11,1991-05-11,21:10:00,3,CO,8,8,0,0,0,0.0,0.0,37.18,-102.28,0.0,0.0,2.0,27,1,1,1,9,0,0,0,0
565,1991,05,16,1991-05-16,14:38:00,3,CO,8,9,0,0,0,0.0,0.0,40.8,-102.93,0.0,0.0,0.2,10,1,1,1,75,0,0,0,0
567,1991,05,16,1991-05-16,14:46:00,3,CO,8,10,0,0,0,0.0,0.0,39.97,-102.92,0.0,0.0,0.2,10,1,1,1,121,0,0,0,0
571,1991,05,16,1991-05-16,15:20:00,3,CO,8,11,0,0,0,0.0,0.0,39.35,-102.32,0.0,0.0,0.2,10,1,1,1,63,0,0,0,0
